Parametric Search Results

Part Number,Data Sheet,Kit,MCU Core,Core Frequency,Flash (kB),RAM (kB),Dig I/O,Communications,USB,EMIF,CAN,Timers (16-bit),PCA Channels,Internal Oscillator,Comparators,LIN,ADC 1,ADC 2,DAC,Package Type,Package Size (mm),Cryptography,Ethernet,LESENSE,Capacitive Sense
"EFM32G200F16-QFN32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","16","8","24","1 x I²C<span class="semi"></span> 2 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 2 x USART<span class="semi"></span> 0 x I²S","No","0","0","2","0","±2%","2","null","12-bit, 4-ch., 1 Msps","%u2014","12-bit, 1-ch.","QFN32","6x6","","No","No","Yes",
"EFM32G200F32-QFN32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","32","8","24","1 x I²C<span class="semi"></span> 2 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 2 x USART<span class="semi"></span> 0 x I²S","No","0","0","2","0","±2%","2","null","12-bit, 4-ch., 1 Msps","%u2014","12-bit, 1-ch.","QFN32","6x6","","No","No","Yes",
"EFM32G200F64-QFN32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","64","16","24","1 x I²C<span class="semi"></span> 2 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 2 x USART<span class="semi"></span> 0 x I²S","No","0","0","2","0","±2%","2","null","12-bit, 4-ch., 1 Msps","%u2014","12-bit, 1-ch.","QFN32","6x6","","No","No","Yes",
"EFM32G210F128-QFN32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","128","16","24","1 x I²C<span class="semi"></span> 2 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 2 x USART<span class="semi"></span> 0 x I²S","No","0","0","2","0","±2%","2","null","12-bit, 4-ch., 1 Msps","%u2014","12-bit, 1-ch.","QFN32","6x6","AES-128<span class="semi"></span> AES-256","No","No","Yes",
"EFM32G222F128-QFP48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","128","16","37","1 x I²C<span class="semi"></span> 2 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 2 x USART<span class="semi"></span> 0 x I²S","No","0","0","3","0","±2%","2","null","12-bit, 4-ch., 1 Msps","%u2014","12-bit, 1-ch.","QFP48","7x7","AES-128<span class="semi"></span> AES-256","No","No","Yes",
"EFM32G222F32-QFP48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","32","8","37","1 x I²C<span class="semi"></span> 2 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 2 x USART<span class="semi"></span> 0 x I²S","No","0","0","3","0","±2%","2","null","12-bit, 4-ch., 1 Msps","%u2014","12-bit, 1-ch.","QFP48","7x7","AES-128<span class="semi"></span> AES-256","No","No","Yes",
"EFM32G222F64-QFP48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","64","16","37","1 x I²C<span class="semi"></span> 2 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 2 x USART<span class="semi"></span> 0 x I²S","No","0","0","3","0","±2%","2","null","12-bit, 4-ch., 1 Msps","%u2014","12-bit, 1-ch.","QFP48","7x7","AES-128<span class="semi"></span> AES-256","No","No","Yes",
"EFM32G230F128-QFN64","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","128","16","56","1 x I²C<span class="semi"></span> 3 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 3 x USART<span class="semi"></span> 0 x I²S","No","0","0","3","0","±2%","2","null","12-bit, 8-ch., 1 Msps","%u2014","12-bit, 2 ch.","QFN64","9x9","AES-128<span class="semi"></span> AES-256","No","No","Yes",
"EFM32G230F32-QFN64","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","32","8","56","1 x I²C<span class="semi"></span> 3 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 3 x USART<span class="semi"></span> 0 x I²S","No","0","0","3","0","±2%","2","null","12-bit, 8-ch., 1 Msps","%u2014","12-bit, 2 ch.","QFN64","9x9","AES-128<span class="semi"></span> AES-256","No","No","Yes",
"EFM32G230F64-QFN64","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efm32g-datasheet-jp.pdf","https://www.silabs.com/content/siliconlabs/en/products/development-tools/mcu/32-bit/efm32-gecko-starter-kit.html","ARM Cortex-M3","32","64","16","56","1 x I²C<span class="semi"></span> 3 x SPI<span class="semi"></span> 0 x UART<span class="semi"></span> 3 x USART<span class="semi"></span> 0 x I²S","No","0","0","3","0","±2%","2","null","12-bit, 8-ch., 1 Msps","%u2014","12-bit, 2 ch.","QFN64","9x9","AES-128<span class="semi"></span> AES-256","No","No","Yes",
